#Complex	IC50	 E_elec	 E_vdw	 E_gbsa	 MD_sasa	 MD_h1	 MD_h2	 MD_h3	 IC_AA	 IC_PP	 IC_CC	 IC_AP	 IC_CP	 IC_AC	 ENM_EXP	 ENM_R6	 RFCB	 RFHA	 ZRANK	 ZRANKr	 DFIRE	 prodigy	 NIS_A	 NIS_C	 foldx
CNE5__VRC-PG04	0.3117	-837.677625	-401.572604	1132.311091	-26.086492	14.166667	10.833333	-3.472193	18.333333	4.166667	5.000000	24.666667	18.666667	26.000000	97.714436	232.863825	18.523833	-44.383333	-160.200333	-403.095500	-13.032867	-21.195667	41.941667	18.938333	-10.631938
CNE52__VRC-PG04	0.12	-341.867472	-404.472493	624.655969	-26.297693	13.833333	12.333333	-2.807917	23.166667	3.833333	9.333333	24.833333	16.166667	23.333333	95.410133	237.206156	18.327117	-59.531667	-168.696667	-465.540333	-13.790778	-21.466833	43.733333	18.111667	-10.702967
CNE53__VRC-PG04	0.06697	-1756.894739	-397.612042	2019.001076	-25.912284	14.500000	12.500000	-3.443995	18.500000	3.000000	8.500000	29.000000	17.666667	23.000000	93.554150	230.017934	18.344300	-68.190000	-170.453000	-465.987833	-14.008086	-23.519500	43.195000	18.393333	-10.670922
CNE55__VRC-PG04	0.19805	-950.134450	-396.459029	1256.644372	-25.048818	13.333333	11.333333	-2.217127	20.166667	5.166667	4.166667	20.666667	17.000000	28.500000	93.271828	226.534949	20.114117	-39.615000	-157.057167	-403.596167	-13.596328	-18.899500	43.285000	20.256667	-8.945940
CNE56__VRC-PG04	0.50665	-223.807305	-392.882877	488.122486	-26.459606	15.333333	13.333333	-1.438619	16.333333	4.333333	12.000000	23.833333	15.000000	26.833333	94.514104	229.467463	21.959600	-53.356667	-158.810833	-414.488667	-13.819863	-21.985000	42.658333	19.840000	-7.449965
CNE57__VRC-PG04	0.126	283.506400	-424.926739	0.402058	-27.582619	16.166667	14.166667	-2.846583	18.333333	5.000000	7.666667	26.500000	18.333333	28.666667	94.309547	229.170618	18.488967	-87.750000	-165.483667	-462.940833	-14.713566	-22.299667	44.670000	18.426667	-14.276567
CNE58__VRC-PG04	0.15562	-1018.849158	-433.672236	1285.713666	-27.767746	15.500000	14.333333	-0.918294	12.666667	6.333333	12.166667	32.500000	20.333333	24.333333	102.264587	240.052399	15.506700	-101.081667	-151.281000	-476.941000	-15.349470	-24.660167	42.621667	19.908333	-10.313220
CNE59__VRC-PG04	0.39576	-1153.016824	-417.102152	1452.631691	-26.735479	13.666667	11.500000	-3.161606	19.500000	4.666667	4.833333	26.333333	18.000000	25.333333	95.691722	228.954298	19.942283	-76.211667	-152.031667	-403.581667	-13.905518	-21.227000	44.371667	18.280000	-13.398062
CNE7__VRC-PG04	16.0	-2130.346583	-431.105467	2378.354921	-28.590555	14.833333	12.166667	-2.383621	26.666667	2.500000	9.666667	21.166667	14.666667	30.833333	99.366896	236.407870	17.862950	-255.841667	-196.887500	-612.980333	-16.479328	-21.789167	43.371667	19.333333	-12.685633
CNE8__VRC-PG04	0.2	-930.239526	-395.003588	1227.121109	-24.999537	12.166667	10.000000	-1.438482	18.166667	4.500000	4.166667	24.500000	16.833333	26.833333	91.042852	225.034594	12.540550	-128.810000	-141.992500	-401.072167	-14.381182	-20.564833	44.410000	18.740000	-9.841115
DJ263_8__VRC-PG04	1.03553	-988.632426	-404.358875	1253.458100	-25.656677	15.333333	13.000000	-3.205826	17.833333	4.666667	9.333333	25.000000	17.166667	28.000000	92.584824	230.370953	19.405350	-38.001667	-157.253000	-403.467000	-13.956828	-22.300500	42.371667	18.863333	-8.762562
DU151_02__VRC-PG04	0.21417	-236.081891	-423.129822	568.769135	-28.757932	12.500000	9.833333	-2.662084	18.666667	3.833333	9.333333	22.666667	15.500000	28.166667	98.095819	227.628225	18.129667	-79.833333	-172.911167	-485.692333	-13.853854	-21.390667	43.295000	19.150000	-11.438972
DU156_12__VRC-PG04	0.02978	-1047.882251	-416.236343	1353.943264	-26.793915	12.833333	11.000000	-3.410314	19.666667	4.333333	6.166667	21.333333	15.666667	29.500000	95.616927	231.839890	15.273483	-128.073333	-167.953667	-479.307667	-13.995874	-20.314333	43.456667	18.521667	-10.499510
DU172_17__VRC-PG04	0.22978	-24.266266	-403.705416	298.900707	-26.976657	13.666667	12.166667	-3.068893	18.500000	4.333333	9.000000	24.500000	13.666667	30.833333	96.417044	231.573840	18.658283	33.886667	-161.461333	-429.566000	-13.175946	-22.437500	42.980000	20.006667	-10.123318
HT593_1__VRC-PG04	0.19624	-1238.397204	-413.927594	1520.912529	-27.712504	14.666667	11.500000	-2.775818	16.166667	4.500000	9.666667	29.166667	15.666667	27.500000	97.388877	238.494500	19.268517	-102.258333	-175.798333	-494.830333	-14.185504	-24.048833	43.723333	18.263333	-11.886652
HXB2__VRC-PG04	0.08094	-148.575483	-404.993872	439.893258	-27.155495	14.000000	11.833333	-3.083725	19.500000	4.833333	10.166667	24.500000	15.833333	25.666667	93.722561	229.671741	21.636667	-22.286667	-164.562333	-441.737000	-13.353205	-21.446500	43.853333	18.690000	-9.635008
JRCSF__VRC-PG04	0.12609	-931.160228	-371.570874	1181.545583	-26.330078	14.000000	12.166667	-2.102941	17.333333	3.833333	10.333333	20.166667	16.166667	28.166667	92.887600	229.045231	20.036767	-72.141667	-161.847500	-452.217500	-14.202461	-20.353667	43.116667	20.058333	-8.908242
JRFL__VRC-PG04	0.10077	-1214.245127	-385.651326	1457.986945	-26.365323	14.166667	12.166667	-2.717860	18.666667	4.333333	10.000000	23.000000	16.166667	21.666667	93.103876	228.636950	15.427467	-141.575000	-164.272667	-468.997833	-14.275566	-19.938333	44.143333	19.686667	-11.281267
KER2008_12__VRC-PG04	0.26597	757.434156	-402.784977	-471.653666	-26.976532	14.166667	12.166667	-1.659993	14.500000	6.166667	10.000000	24.833333	19.500000	21.500000	94.685830	230.825320	21.485667	-91.336667	-171.818667	-456.983833	-12.901798	-20.455833	41.475000	20.128333	-10.708925
KER2018_11__VRC-PG04	0.46371	-1528.340219	-405.172682	1810.354006	-27.371981	13.000000	11.000000	-1.379283	18.000000	4.666667	12.333333	25.333333	15.500000	28.000000	94.781658	233.473377	22.575017	-79.125000	-183.812500	-474.224833	-14.019280	-22.722500	44.213333	18.521667	-7.697670
KNH1209_18__VRC-PG04	0.06573	-556.112515	-403.253406	832.871897	-25.482251	14.166667	11.833333	-2.818431	18.833333	4.333333	9.833333	24.833333	18.000000	22.666667	94.141647	233.002673	21.837467	-126.923333	-185.913667	-489.818333	-13.579649	-21.405333	42.773333	18.155000	-10.972632
M02138__VRC-PG04	0.22374	-434.338913	-404.663515	743.876864	-27.004547	13.000000	10.166667	-2.068415	19.333333	4.666667	7.333333	25.833333	18.333333	24.333333	96.699345	231.929911	16.480117	-100.945000	-164.868667	-443.033167	-13.385828	-21.271500	43.258333	19.795000	-9.133072
MB201_A1__VRC-PG04	0.04896	-563.008237	-403.204602	844.179536	-25.845561	13.500000	10.666667	-3.030904	15.500000	4.000000	9.833333	25.833333	19.333333	22.833333	95.889295	232.618659	19.459850	-104.368333	-183.308500	-466.026333	-13.284571	-21.923667	41.910000	20.040000	-11.450688
MG505_W0M_A2__VRC-PG04	0.0498	-461.651413	-401.192495	737.611277	-27.025518	14.166667	12.333333	-2.289937	19.500000	4.333333	10.666667	28.500000	16.666667	22.166667	97.728095	233.062382	21.448300	-113.048333	-178.435667	-450.758000	-13.748272	-22.775667	43.976667	19.065000	-8.049143
MGRM_AG_002__VRC-PG04	0.879	-722.810759	-418.097534	995.911612	-27.327429	15.333333	13.166667	-4.366496	18.166667	3.500000	11.666667	23.166667	17.166667	30.166667	95.264156	230.642329	25.407183	86.840000	-163.866000	-399.073500	-14.357289	-22.433833	44.183333	19.075000	-10.504470
MI369_A5__VRC-PG04	0.05174	-314.864182	-414.079029	612.924445	-27.661564	12.333333	10.000000	-2.636444	20.666667	4.166667	9.833333	24.666667	18.500000	22.333333	96.760376	235.927410	15.282317	-126.873333	-181.543500	-490.396333	-14.307403	-21.267000	42.510000	18.955000	-9.694365
MS208_A1__VRC-PG04	0.08667	-2747.019639	-399.193388	3005.301757	-25.695422	12.000000	10.333333	-1.726781	20.000000	4.166667	10.166667	24.333333	15.166667	23.833333	93.124987	229.781198	17.386883	-114.505000	-156.772000	-437.998500	-13.492690	-21.196667	43.916667	19.100000	-8.946832
MW965_26__VRC-PG04	0.05008	-779.428735	-402.259868	1058.287937	-26.517821	12.500000	11.333333	-3.446198	17.833333	5.166667	9.000000	22.333333	15.166667	29.500000	95.203914	228.224697	18.152583	8.583333	-152.111033	-413.824667	-13.094143	-20.815333	44.223333	18.660000	-10.736367
NAB13PRE_CL_9__VRC-PG04	17.7	30.530830	-410.287947	256.767321	-27.487186	13.333333	10.833333	-3.213252	21.500000	1.333333	11.666667	23.666667	13.166667	30.833333	95.994556	229.750307	19.810600	-32.160000	-156.823500	-442.209167	-12.715922	-23.800500	43.865000	18.360000	-9.205772
NAB5PRE_CL_1__VRC-PG04	2.16	-1100.420668	-418.692271	1376.982105	-28.027673	14.500000	12.166667	-2.667455	20.166667	3.833333	9.333333	27.000000	19.500000	27.000000	99.471218	233.204733	21.847617	-125.668333	-182.251333	-502.784500	-14.455422	-23.093667	43.568333	18.986667	-8.967813
NAB9PRE_CL_106__VRC-PG04	0.0693	-1868.305249	-400.093851	2183.946222	-26.975726	11.333333	10.000000	-2.052968	21.833333	3.000000	10.166667	18.833333	17.666667	29.333333	94.485212	234.180760	19.852383	-61.515000	-163.860833	-466.027333	-13.475498	-20.497333	42.560000	19.221667	-9.542227
NKU3006_EC1__VRC-PG04	0.39032	502.199552	-396.207781	-225.328276	-26.358659	14.833333	11.833333	-2.055044	16.500000	4.166667	10.500000	27.000000	16.833333	24.166667	93.892442	231.615989	18.816167	-93.051667	-161.769500	-452.349333	-14.159971	-22.749500	42.408333	19.593333	-9.509052
NL43__VRC-PG04	0.028	-345.043360	-394.372747	599.861804	-26.918130	15.500000	14.000000	-1.841705	18.500000	4.500000	8.666667	25.666667	17.166667	27.166667	92.894970	228.196877	20.791117	-22.488333	-156.932667	-436.739333	-13.380730	-22.014500	44.763333	18.241667	-9.932663
P1981_C5_3__VRC-PG04	0.129	-1448.809776	-406.457553	1715.995272	-27.022943	14.500000	12.666667	-3.403590	17.166667	4.000000	10.333333	21.000000	16.166667	27.833333	94.059329	227.053823	19.100850	-57.053333	-168.526333	-440.617333	-14.515033	-20.493000	44.660000	18.745000	-9.063767
PVO_4__VRC-PG04	0.29552	-752.740596	-417.551653	1050.535414	-28.594500	13.666667	11.500000	-1.688583	18.500000	4.500000	10.666667	25.166667	18.166667	28.000000	99.866042	234.828488	24.493983	-84.553333	-144.156167	-409.023000	-14.661246	-22.417000	43.405000	19.471667	-9.250552
Q168_A2__VRC-PG04	0.05102	-1493.833551	-401.798459	1759.269768	-26.232446	13.500000	11.500000	-2.550720	16.333333	4.333333	10.333333	26.666667	17.166667	23.833333	93.362448	226.509549	18.948850	-84.008333	-178.470500	-455.843500	-13.662695	-22.479500	42.350000	19.346667	-7.539475
Q23_17__VRC-PG04	0.04338	-993.019273	-378.250504	1217.400263	-26.520819	14.333333	12.500000	-1.647202	17.166667	3.833333	11.333333	22.666667	14.833333	27.000000	92.468382	229.984263	20.538317	-7.453333	-165.056833	-417.946167	-13.292097	-21.530500	43.075000	19.481667	-8.313732
Q259_W6__VRC-PG04	0.02812	-1611.735091	-394.925713	1855.736042	-26.695797	13.666667	12.000000	-1.920837	19.166667	3.333333	11.833333	17.333333	16.000000	27.833333	94.686792	229.921583	25.787583	74.703333	-165.919333	-399.981333	-13.201676	-19.422500	44.013333	19.276667	-5.647202
Q461_E2__VRC-PG04	0.31002	-1151.395450	-391.210273	1391.885663	-26.435506	15.166667	13.000000	-3.193904	17.333333	4.666667	11.000000	23.333333	18.000000	25.833333	96.346805	235.167114	20.087500	0.753333	-159.211667	-407.478167	-13.330330	-21.268167	42.931667	19.256667	-8.283453
Q769_D22__VRC-PG04	0.05157	-243.629784	-412.784893	521.567864	-27.959456	13.500000	12.166667	-1.445557	23.333333	3.166667	11.000000	20.666667	14.666667	26.333333	95.218102	232.149385	12.848667	-224.663333	-177.259167	-515.423833	-14.968882	-20.695000	43.471667	18.898333	-11.537708
Q769_H5__VRC-PG04	0.01699	-464.680626	-416.895702	764.303320	-27.125455	12.666667	10.666667	-0.814814	22.166667	3.666667	10.833333	23.666667	12.833333	27.000000	95.536689	233.206325	11.804650	-201.336667	-176.333167	-510.360333	-14.447042	-21.910333	44.045000	18.490000	-11.618373
Q842_D12__VRC-PG04	0.0112	-816.232921	-430.238246	1114.957648	-27.407220	13.833333	11.666667	-3.123398	18.000000	4.666667	9.666667	27.333333	18.333333	25.333333	96.362195	232.087158	19.145000	-91.103333	-197.771833	-488.269500	-13.921938	-22.820833	42.671667	18.946667	-9.428193
QH0515_1__VRC-PG04	0.26336	903.303749	-425.595908	-567.937215	-26.692790	12.166667	11.000000	-3.424581	17.166667	5.166667	7.500000	26.000000	19.333333	20.833333	95.422810	233.512483	14.532000	-42.661667	-149.126000	-422.656667	-13.887633	-20.756833	42.596667	18.710000	-11.061907
QH0692_42__VRC-PG04	1.10466	-1074.044639	-396.611572	1334.580582	-27.317218	14.833333	13.166667	-3.258174	18.833333	5.333333	9.666667	22.833333	16.833333	25.833333	99.665214	240.806164	14.800150	-225.038333	-185.764333	-540.224500	-14.341437	-20.577667	43.085000	18.685000	-11.620903
QH209_14M_A2__VRC-PG04	0.03321	-496.470423	-403.868315	780.378972	-26.665662	15.166667	13.166667	-3.232519	17.333333	4.666667	9.833333	23.166667	17.666667	24.500000	95.384409	231.575324	22.179467	2.106667	-139.666167	-387.226833	-13.350204	-20.409333	43.760000	20.271667	-8.969193
R1166_C1__VRC-PG04	0.21327	451.252888	-405.316395	-149.967992	-26.374222	14.000000	12.166667	-2.932149	19.166667	4.000000	7.500000	24.166667	16.166667	25.666667	94.597830	235.366996	19.263067	-45.291667	-160.909167	-422.718500	-13.518045	-21.252000	42.660000	19.325000	-9.370557
R2__VRC-PG04	0.2563	-1141.416704	-392.449161	1419.490716	-26.522284	13.333333	10.666667	-2.449814	17.000000	4.833333	9.833333	22.166667	16.000000	26.333333	94.268956	236.691277	21.431417	-12.690000	-158.786333	-451.294833	-13.693119	-20.506667	42.746667	19.841667	-12.302490
R2184_C4__VRC-PG04	0.01407	-643.503958	-422.929926	945.940045	-27.614633	15.666667	12.666667	-2.800934	14.833333	6.000000	8.166667	28.666667	20.666667	25.000000	94.775609	232.287186	20.426450	-107.311667	-171.809667	-435.961000	-14.334468	-22.418333	43.020000	19.446667	-11.504387
R3265_C6__VRC-PG04	1.68	-1010.956760	-392.352469	1263.401049	-25.593274	14.500000	12.166667	-2.650024	18.333333	4.666667	7.000000	22.500000	15.333333	27.333333	95.241210	230.413669	17.876367	32.110000	-131.425833	-334.395833	-13.776572	-20.297000	44.193333	18.538333	-11.810843
REJO4541_67__VRC-PG04	0.01937	-1223.148788	-412.490702	1498.566636	-27.330433	14.166667	11.500000	-2.394592	16.500000	4.666667	10.500000	25.166667	18.000000	26.166667	94.843755	230.793970	23.348217	-55.868333	-161.705000	-434.854167	-13.613636	-22.031833	43.856667	18.290000	-9.800522
RHPA4259_7__VRC-PG04	0.03331	340.080993	-408.647521	-27.984439	-26.403618	13.333333	10.666667	-2.674795	18.833333	4.666667	6.833333	24.500000	15.833333	25.166667	94.097947	231.291187	8.942583	-202.243333	-166.224500	-511.612667	-14.668456	-20.953833	42.600000	19.133333	-12.801317
S018_18__VRC-PG04	0.06066	-2065.487623	-385.622359	2304.208973	-25.458563	13.166667	11.333333	-3.153417	19.333333	3.166667	9.500000	24.000000	15.000000	28.500000	91.692451	225.256418	15.818450	-201.858333	-186.188000	-522.240833	-14.856286	-22.186500	44.590000	18.616667	-9.628938
SC05_8C11_2344__VRC-PG04	0.222	-2781.054889	-394.572025	2999.628638	-26.904074	15.500000	12.666667	-3.257207	16.833333	4.500000	8.000000	23.500000	16.833333	27.666667	94.490529	233.054060	16.274400	-93.766667	-164.867000	-449.383500	-14.304173	-21.304833	43.591667	17.660000	-11.466347
SC422_8__VRC-PG04	0.07491	-131.298057	-389.589090	410.824110	-26.027330	14.166667	11.833333	-2.335683	16.500000	4.000000	8.166667	24.166667	16.166667	29.333333	92.342857	233.442464	18.783617	-37.206667	-164.946000	-443.674000	-13.804386	-21.950000	44.568333	17.915000	-9.746897
SF162__VRC-PG04	0.05517	-402.997687	-395.111853	681.183888	-27.304672	13.166667	11.666667	-1.935069	18.000000	3.666667	11.333333	19.500000	16.833333	31.666667	95.500882	231.467237	23.237450	102.471667	-154.184000	-403.160167	-13.812945	-21.045833	43.665000	19.031667	-9.356982
SG3__VRC-PG04	0.06	-592.252984	-383.188852	861.378132	-26.677320	14.833333	12.833333	-1.367798	15.666667	5.000000	10.166667	24.833333	18.500000	25.166667	96.070768	230.942636	20.559950	-68.991667	-164.224167	-469.567667	-14.327163	-21.286667	43.073333	20.798333	-9.225285
SS1196_1__VRC-PG04	0.12476	-729.353050	-410.059638	1029.314060	-26.671478	14.333333	12.166667	-1.928391	15.000000	5.166667	8.666667	26.000000	17.000000	26.666667	93.734546	231.488593	20.444867	-41.910000	-155.779333	-448.867667	-14.005159	-22.002500	43.900000	17.975000	-8.395888
T251_18__VRC-PG04	0.70722	-769.810288	-390.843807	1022.411819	-26.111262	15.833333	13.666667	-1.065414	17.833333	4.500000	9.833333	27.166667	16.500000	22.500000	93.110572	227.295275	20.010600	-87.043333	-171.700333	-445.862667	-13.499338	-22.280167	42.643333	18.945000	-8.853473
T253_11__VRC-PG04	0.08306	-1382.671116	-388.249522	1657.431305	-25.772690	13.000000	10.833333	-3.260351	20.500000	5.666667	7.833333	22.000000	16.833333	25.833333	94.059649	234.127163	17.528467	-64.523333	-146.120167	-395.827667	-13.182439	-19.865667	42.346667	18.650000	-8.408040
T255_34__VRC-PG04	0.37959	-1351.344443	-409.010408	1650.606864	-26.672773	13.000000	11.000000	-2.133942	17.666667	3.666667	7.666667	27.500000	17.500000	26.833333	96.908362	235.341567	19.305267	-72.566667	-152.902333	-414.961000	-13.543721	-23.270167	42.858333	18.256667	-8.296395
T257_31__VRC-PG04	0.44571	-961.632705	-387.707427	1213.971888	-26.560238	15.333333	13.666667	-0.251648	14.833333	5.666667	10.166667	28.333333	14.500000	23.666667	95.238584	233.828764	22.375167	-101.658333	-133.885500	-414.052500	-13.417743	-22.625667	43.528333	17.916667	-7.516497
T280_5__VRC-PG04	0.06631	-746.315560	-395.775986	1011.912059	-26.472368	13.333333	11.666667	-1.610107	17.666667	3.666667	11.333333	23.333333	18.000000	25.000000	97.292802	233.212566	18.786300	-83.636667	-161.852000	-432.758167	-13.856155	-21.531667	43.745000	18.326667	-7.547815
TH966_8__VRC-PG04	0.15456	-488.696452	-392.973138	782.512229	-24.338712	12.833333	10.833333	-2.768606	20.500000	4.000000	5.666667	25.500000	16.000000	23.666667	94.880397	229.930949	16.946750	-65.683333	-154.412000	-396.326833	-13.354845	-21.139833	42.958333	18.706667	-10.437403
TH976_17__VRC-PG04	0.02065	-239.150232	-401.585398	554.098001	-25.115725	12.333333	10.166667	-3.371440	18.166667	4.000000	4.166667	26.833333	17.000000	23.000000	93.554528	227.151070	14.503567	-70.856667	-151.056167	-394.256833	-13.076548	-21.154833	43.243333	19.566667	-9.695640
TRJO4551_58__VRC-PG04	0.07492	-188.587350	-410.032740	507.430571	-27.795636	15.666667	13.000000	-2.032364	18.666667	3.333333	7.833333	22.833333	18.333333	29.500000	94.558772	228.480696	16.478317	-73.153333	-150.118500	-461.483500	-14.088026	-21.680000	42.623333	19.800000	-10.619905
TRO_11__VRC-PG04	0.21198	-1154.561181	-401.616273	1417.557323	-26.033218	16.166667	13.666667	-3.589706	18.166667	4.833333	5.666667	28.333333	19.166667	22.000000	93.359137	233.286677	21.369850	-75.293333	-158.033833	-431.191333	-13.559265	-21.788833	42.743333	18.821667	-12.471817
TZBD_02__VRC-PG04	0.06484	-2118.114362	-385.577865	2354.721258	-26.412894	12.166667	11.000000	-3.157623	21.666667	2.833333	10.833333	23.500000	13.666667	25.500000	93.331341	229.548761	16.573733	-46.913333	-160.926167	-460.386500	-13.801681	-22.020000	42.390000	19.576667	-9.889018
UG024_2__VRC-PG04	0.19927	344.219029	-413.588834	-23.616893	-26.535280	12.833333	11.000000	-2.371852	17.500000	5.333333	7.000000	27.333333	16.833333	25.500000	97.624278	232.184178	17.339817	-52.166667	-150.877500	-415.528500	-13.363244	-21.767500	43.946667	19.545000	-8.183675
UG037_8__VRC-PG04	0.05158	-809.203066	-412.099261	1089.776147	-28.153656	13.666667	11.333333	-2.236659	18.500000	3.666667	11.666667	24.166667	17.333333	25.000000	97.731685	233.126634	15.150467	-110.710000	-168.031667	-472.980500	-14.171242	-22.192833	43.106667	17.603333	-10.209005
WEAU_D15_410__VRC-PG04	0.042	-580.769408	-411.982896	862.243613	-28.630427	16.333333	14.833333	-2.790298	17.833333	4.833333	7.500000	22.833333	19.500000	28.833333	97.352873	233.370928	22.791100	-31.995000	-153.185667	-421.060000	-15.016568	-20.839167	42.780000	20.006667	-9.673450
